year,siruta,municipality,county,county_code,status,artifact_status,strict_line_rate,recall_measured,plan_comparison_eligible,plan_exclusion_reason,execution_comparison_eligible,execution_exclusion_reason,population,population_date,area_km2,density_per_km2,planned_revenue_mii_lei,planned_expense_mii_lei,planned_balance_mii_lei,planned_revenue_lei_per_capita,planned_expense_lei_per_capita,planned_balance_lei_per_capita,plan_expense_per_capita_rank,plan_expense_rank_cohort,execution_quarter,execution_date,actual_revenue_mii_lei,actual_expense_mii_lei,actual_balance_mii_lei,actual_revenue_lei_per_capita,actual_expense_lei_per_capita,actual_balance_lei_per_capita,execution_expense_per_capita_rank,execution_expense_rank_cohort,revenue_execution_pct,expense_execution_pct,planned_revenue_yoy_pct,planned_expense_yoy_pct,regional_classification_version,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,hicp_annual_average_rate_pct,inflation_status,planned_revenue_yoy_real_pct,planned_expense_yoy_real_pct
2025,167473,Râmnicu Vâlcea,Vâlcea,40,converted,verified,65.3,False,True,,False,executie_lipsa,93151,2021-12-01,89.52,1040.56,,632161.84,,,6786.42,,10,14,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO415,Vâlcea,6.8,final,,
2025,174744,Focșani,Vrancea,41,converted,verified,95.4,False,False,total_cheltuieli_lipsa,False,executie_lipsa,66648,2021-12-01,54.8,1216.2,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO226,Vrancea,6.8,final,,
2025,179132,București,București,42,converted,verified,0.0,False,False,total_cheltuieli_lipsa,False,executie_lipsa,1716961,2021-12-01,226.0,7597.17,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO32,București-Ilfov,RO321,București,6.8,final,,
2024,1017,Alba Iulia,Alba,01,converted,verified,64.0,False,False,total_cheltuieli_lipsa,False,executie_lipsa,64227,2021-12-01,103.65,619.65,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO121,Alba,5.8,final,,
2024,9262,Arad,Arad,02,converted,verified,100.0,False,True,,False,executie_lipsa,145078,2021-12-01,116.5,1245.3,990419.4,1027262.03,-36842.63,6826.81,7080.76,-253.95,11,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO42,Vest,RO421,Arad,5.8,final,,
2024,13169,Pitești,Argeș,03,converted,verified,77.9,False,False,total_cheltuieli_lipsa,False,executie_lipsa,141275,2021-12-01,111.13,1271.26,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO311,Argeș,5.8,final,,
2024,20297,Bacău,Bacău,04,converted,verified,73.1,False,True,,False,executie_lipsa,136087,2021-12-01,43.1,3157.47,1078219.23,597651.66,480567.57,7923.01,4391.69,3531.33,23,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO211,Bacău,5.8,final,,
2024,26564,Oradea,Bihor,05,converted,verified,94.8,False,True,,False,executie_lipsa,183105,2021-12-01,116.1,1577.13,,1880250.91,,,10268.7,,4,27,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO111,Bihor,5.8,final,,
2024,32394,Bistrița,Bistrița-Năsăud,06,converted,verified,90.3,False,False,total_cheltuieli_lipsa,False,executie_lipsa,78877,2021-12-01,145.47,542.22,311707.0,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO112,Bistrița-Năsăud,5.8,final,,
2024,35731,Botoșani,Botoșani,07,converted,verified,70.6,False,True,,False,executie_lipsa,90010,2021-12-01,41.36,2176.26,,312916.58,,,3476.46,,25,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO212,Botoșani,5.8,final,,
2024,40198,Brașov,Brașov,08,converted,verified,89.1,False,True,,False,executie_lipsa,237589,2021-12-01,267.0,889.85,1645039.04,1923999.23,-278960.19,6923.89,8098.01,-1174.13,8,27,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO122,Brașov,5.8,final,,
2024,42682,Brăila,Brăila,09,converted,verified,66.2,False,True,,False,executie_lipsa,154686,2021-12-01,77.9,1985.7,856194.28,882694.26,-26499.98,5535.05,5706.36,-171.31,16,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO221,Brăila,5.8,final,,
2024,44818,Buzău,Buzău,10,converted,verified,54.4,False,True,,False,executie_lipsa,103481,2021-12-01,81.3,1272.83,,689774.0,,,6665.71,,13,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO222,Buzău,5.8,final,,
2024,50790,Reșița,Caraș-Severin,11,converted,verified,95.2,False,True,,False,executie_lipsa,58393,2021-12-01,197.65,295.44,,633645.31,,,10851.39,,2,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO42,Vest,RO422,Caraș-Severin,5.8,final,,
2024,92569,Călărași,Călărași,12,converted,verified,42.6,False,False,total_cheltuieli_lipsa,False,executie_lipsa,58211,2021-12-01,133.22,436.95,223517.0,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO312,Călărași,5.8,final,,
2024,54975,Cluj-Napoca,Cluj,13,converted,verified,82.1,False,True,,False,executie_lipsa,286598,2021-12-01,179.5,1596.65,2563356.898,1332108.8,1231248.098,8944.09,4648.0,4296.08,21,27,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO113,Cluj,5.8,final,,
2024,60419,Constanța,Constanța,14,converted,verified,70.4,False,True,,False,executie_lipsa,263688,2021-12-01,124.89,2111.36,2271441.0,2292515.0,-21074.0,8614.12,8694.04,-79.92,7,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO223,Constanța,5.8,final,,
2024,63394,Sfântu Gheorghe,Covasna,15,converted,verified,91.8,False,False,total_cheltuieli_lipsa,False,executie_lipsa,50080,2021-12-01,72.92,686.78,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO123,Covasna,5.8,final,,
2024,65342,Târgoviște,Dâmbovița,16,converted,verified,99.8,False,True,,False,executie_lipsa,66965,2021-12-01,50.4,1328.67,597702.89,603514.89,-5812.0,8925.6,9012.39,-86.79,6,27,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO313,Dâmbovița,5.8,final,,
2024,69900,Craiova,Dolj,17,converted,verified,100.0,False,True,,False,executie_lipsa,234140,2021-12-01,81.41,2876.06,1222858.0,1233799.0,-10941.0,5222.76,5269.49,-46.73,18,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO411,Dolj,5.8,final,,
2024,75098,Galați,Galați,18,converted,verified,63.3,False,True,,False,executie_lipsa,217851,2021-12-01,246.4,884.14,524948.0,399391.3,125556.7,2409.67,1833.32,576.34,26,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO224,Galați,5.8,final,,
2024,100521,Giurgiu,Giurgiu,19,converted,verified,20.8,False,False,total_cheltuieli_lipsa,False,executie_lipsa,54551,2021-12-01,46.94,1162.14,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO314,Giurgiu,5.8,final,,
2024,77812,Târgu Jiu,Gorj,20,converted,verified,58.2,False,True,,False,executie_lipsa,73545,2021-12-01,161.0,456.8,283422.01,342425.31,-59003.3,3853.72,4656.0,-802.27,20,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO412,Gorj,5.8,final,,
2024,83320,Miercurea Ciuc,Harghita,21,converted,verified,82.2,False,False,total_cheltuieli_lipsa,False,executie_lipsa,34484,2021-12-01,117.66,293.08,344442.03,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO124,Harghita,5.8,final,,
2024,86687,Deva,Hunedoara,22,converted,verified,52.6,False,True,,False,executie_lipsa,53113,2021-12-01,34.0,1562.15,,253812.23,,,4778.72,,19,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO42,Vest,RO423,Hunedoara,5.8,final,,
2024,92658,Slobozia,Ialomița,23,converted,verified,89.8,False,True,,False,executie_lipsa,41550,2021-12-01,132.87,312.71,218989.521,236490.727,-17501.206,5270.51,5691.71,-421.21,17,27,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO315,Ialomița,5.8,final,,
2024,95060,Iași,Iași,24,converted,verified,76.3,False,True,,False,executie_lipsa,271692,2021-12-01,94.0,2890.34,1729806.14,1747515.15,-17709.01,6366.79,6431.97,-65.18,14,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO213,Iași,5.8,final,,
2024,106318,Baia Mare,Maramureș,26,converted,verified,84.1,False,True,,False,executie_lipsa,108759,2021-12-01,236.0,460.84,782636.0,792557.0,-9921.0,7196.06,7287.28,-91.22,10,27,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO114,Maramureș,5.8,final,,
2024,109773,Drobeta-Turnu Severin,Mehedinți,27,missing_pdf,,,,False,status_missing_pdf,False,executie_lipsa,79865,2021-12-01,57.43,1390.65,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO413,Mehedinți,5.8,final,,
2024,114319,Târgu Mureș,Mureș,28,converted,verified,90.4,False,False,total_cheltuieli_lipsa,False,executie_lipsa,116033,2021-12-01,66.96,1732.87,604574.0,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO125,Mureș,5.8,final,,
2024,120726,Piatra-Neamț,Neamț,29,converted,verified,72.3,False,True,,False,executie_lipsa,79679,2021-12-01,77.4,1029.44,542338.66,553874.83,-11536.17,6806.54,6951.33,-144.78,12,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO214,Neamț,5.8,final,,
2024,125347,Slatina,Olt,30,converted,verified,97.1,False,False,total_cheltuieli_lipsa,False,executie_lipsa,63487,2021-12-01,53.93,1177.21,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO414,Olt,5.8,final,,
2024,130534,Ploiești,Prahova,31,converted,verified,67.2,False,False,total_cheltuieli_lipsa,False,executie_lipsa,180540,2021-12-01,89.2,2023.99,,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO316,Prahova,5.8,final,,
2024,136483,Satu Mare,Satu Mare,32,converted,verified,100.0,False,True,,False,executie_lipsa,91520,2021-12-01,150.3,608.92,559052.437,577911.194,-18858.757,6108.53,6314.59,-206.06,15,27,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO115,Satu Mare,5.8,final,,
2024,139704,Zalău,Sălaj,33,converted,verified,57.5,False,False,total_cheltuieli_lipsa,False,executie_lipsa,52359,2021-12-01,90.09,581.19,382743.76,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO11,Nord-Vest,RO116,Sălaj,5.8,final,,
2024,143450,Sibiu,Sibiu,34,converted,verified,48.0,False,False,total_cheltuieli_lipsa,False,executie_lipsa,134309,2021-12-01,121.0,1109.99,380533.76,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO1,Macroregiunea Unu,RO12,Centru,RO126,Sibiu,5.8,final,,
2024,146263,Suceava,Suceava,35,converted,verified,92.4,False,True,,False,executie_lipsa,84322,2021-12-01,52.0,1621.58,1069340.06,1069740.09,-400.03,12681.63,12686.37,-4.74,1,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO215,Suceava,5.8,final,,
2024,151790,Alexandria,Teleorman,36,converted,verified,94.9,False,True,,False,executie_lipsa,40390,2021-12-01,9.56,4224.9,,436375.25,,,10804.04,,3,27,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO31,Sud-Muntenia,RO317,Teleorman,5.8,final,,
2024,155243,Timișoara,Timiș,37,converted,verified,95.9,False,True,,False,executie_lipsa,250849,2021-12-01,130.5,1922.21,2261482.13,2352378.93,-90896.8,9015.31,9377.67,-362.36,5,27,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO42,Vest,RO424,Timiș,5.8,final,,
2024,159614,Tulcea,Tulcea,38,converted,verified,72.3,False,True,,False,executie_lipsa,65624,2021-12-01,199.94,328.22,446805.6,258371.5,188434.1,6808.57,3937.15,2871.42,24,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO225,Tulcea,5.8,final,,
2024,161945,Vaslui,Vaslui,39,converted,verified,61.1,False,True,,False,executie_lipsa,63035,2021-12-01,68.0,926.99,449341.0,493563.08,-44222.08,7128.44,7829.98,-701.55,9,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO21,Nord-Est,RO216,Vaslui,5.8,final,,
2024,167473,Râmnicu Vâlcea,Vâlcea,40,converted,verified,81.6,False,False,total_cheltuieli_lipsa,False,executie_lipsa,93151,2021-12-01,89.52,1040.56,554815.87,,,,,,,,,,,,,,,,,,,,,,NUTS 2024,RO4,Macroregiunea Patru,RO41,Sud-Vest Oltenia,RO415,Vâlcea,5.8,final,,
2024,174744,Focșani,Vrancea,41,converted,verified,58.8,False,True,,False,executie_lipsa,66648,2021-12-01,54.8,1216.2,,1756.0,,,26.35,,27,27,,,,,,,,,,,,,,,NUTS 2024,RO2,Macroregiunea Doi,RO22,Sud-Est,RO226,Vrancea,5.8,final,,
2024,179132,București,București,42,converted,verified,83.6,False,True,,False,executie_lipsa,1716961,2021-12-01,226.0,7597.17,7891248.0,7891248.0,0.0,4596.06,4596.06,0.0,22,27,,,,,,,,,,,,,,,NUTS 2024,RO3,Macroregiunea Trei,RO32,București-Ilfov,RO321,București,5.8,final,,
